# Wordlist

# DATA
ID	DOCULECT	CONCEPT	COUNTERPART	IPA	TOKENS	COGID	ALIGNMENT
1118	Proto-Germanic	*wiθra	*wiθra	wiθra	w i θ r a	307	w i θ - r a
1119	German	*wiθra	Widder	vɪdər	v ɪ d ə r	307	v ɪ d ə r -
1120	English	*wiθra	wether	ʋɛðər	ʋ ɛ ð ə r	307	ʋ ɛ ð ə r -
1121	Dutch	*wiθra	weder	ʋeːdər	ʋ eː d ə r	307	ʋ eː d ə r -
#
504	Proto-Germanic	*wokraz	*wokraz	wokraz	w o k r a z	138	w o k r a z
505	German	*wokraz	Wucher	vuːxər	v uː x ə r	138	v uː x - ə r
506	Dutch	*wokraz	woeker	ʋuːkər	ʋ uː k ə r	138	ʋ uː k - ə r
#
994	Proto-Germanic	*wrenganan	*wrenganan	wrenganan	w r e n g a n a n	273	w r e n g a n a n
995	German	*wrenganan	ringen	rɪŋən	r ɪ ŋ ə n	273	- r ɪ - - - ŋ ə n
996	English	*wrenganan	wring	rɪŋ	r ɪ ŋ	273	- r ɪ - - - - - ŋ
997	Dutch	*wrenganan	wringen	ʋrɪŋə	ʋ r ɪ ŋ ə	273	ʋ r ɪ - - - ŋ ə -
#
1524	Proto-Germanic	*wulfaz	*wulfaz	wulfaz	w u l f a z	418	w u l f a z
1525	German	*wulfaz	Wolf	vɔlf	v ɔ l f	418	v ɔ l f - -
1526	English	*wulfaz	wolf	ʋʊlf	ʋ ʊ l f	418	ʋ ʊ l f - -
1527	Dutch	*wulfaz	wolf	ʋɔlf	ʋ ɔ l f	418	ʋ ɔ l f - -
#
1693	Proto-Germanic	*wulknan	*wulknan	wulknan	w u l k n a n	464	w u l k n a n
1694	German	*wulknan	Wolke	vɔlkə	v ɔ l k ə	464	v ɔ l k - ə -
1695	Dutch	*wulknan	wolk	ʋɔlk	ʋ ɔ l k	464	ʋ ɔ l k - - -
#
1483	Proto-Germanic	*wullo	*wullo	wullo	w u ll o	407	w u ll o
1484	German	*wullo	Wolle	vɔlə	v ɔ l ə	407	v ɔ l ə
1485	English	*wullo	wool	ʋʊl	ʋ ʊ l	407	ʋ ʊ l -
1486	Dutch	*wullo	wol	ʋɔl	ʋ ɔ l	407	ʋ ɔ l -
#
1048	Proto-Germanic	*wundran	*wundran	wundran	w u n d r a n	288	w u n d r a n
1049	German	*wundran	Wunder	vʊndər	v ʊ n d ə r	288	v ʊ n d - ə r
1050	English	*wundran	wonder	ʋʌndər	ʋ ʌ n d ə r	288	ʋ ʌ n d - ə r
1051	Dutch	*wundran	wonder	ʋɔndər	ʋ ɔ n d ə r	288	ʋ ɔ n d - ə r
#
232	Proto-Germanic	*wurdan	*wurdan	wurdan	w u r d a n	65	w u r d a n
233	German	*wurdan	Wort	vɔrt	v ɔ r t	65	v ɔ r t - -
234	English	*wurdan	word	ʋɜːd	ʋ ɜː d	65	ʋ ɜː - d - -
235	Dutch	*wurdan	woord	ʋoːrt	ʋ oː r t	65	ʋ oː r t - -
#
1848	Proto-Germanic	*wurdjan	*wurdjan	wurdjan	w u r d j a n	507	- - - w u r d j a n
1849	German	*wurdjan	Antwort	antvɔrt	a n t v ɔ r t	507	a n t v ɔ r t - - -
1850	Dutch	*wurdjan	antwoord	ɑntʋoːrt	ɑ n t ʋ oː r t	507	ɑ n t ʋ oː r t - - -
#
1125	Proto-Germanic	*wurmaz/wurmiz	*wurmaz/wurmiz	wurmaz/wurmiz	w u r m a z / w u r m i z	309	w u r m a z / w u r m i z
1126	German	*wurmaz/wurmiz	Wurm	vʊrm	v ʊ r m	309	v ʊ r m - - - - - - - - -
1127	English	*wurmaz/wurmiz	worm	ʋɜːm	ʋ ɜː m	309	ʋ ɜː - m - - - - - - - - -
1128	Dutch	*wurmaz/wurmiz	worm	ʋɔrm	ʋ ɔ r m	309	ʋ ɔ r m - - - - - - - - -
#
399	Proto-Germanic	*wēgiz	*wēgiz	weːgiz	w eː g i z	110	w eː g i z
400	German	*wēgiz	Waage	vaːɡə	v aː ɡ ə	110	v aː ɡ ə -
401	Dutch	*wēgiz	waag	ʋaːx	ʋ aː x	110	ʋ aː x - -
#
1042	Proto-Germanic	*wējanan	*wējanan	weːjanan	w eː j a n a n	286	w eː j a n a n
1043	German	*wējanan	wehen	veːən	v eːə n	286	v eːə n - - - -
1044	Dutch	*wējanan	waaien	ʋaːjə	ʋ aː j ə	286	ʋ aː j ə - - -
#
673	Proto-Germanic	*wēpnan	*wēpnan	weːpnan	w eː p n a n	185	w eː p n a n
674	German	*wēpnan	Waffe	vafə	v a f ə	185	v a f - ə -
675	English	*wēpnan	weapon	ʋɛpən	ʋ ɛ p ə n	185	ʋ ɛ p - ə n
676	Dutch	*wēpnan	wapen	ʋaːpə	ʋ aː p ə	185	ʋ aː p - ə -
#
1	Proto-Germanic	*wīban	*wīban	wiːban	w iː b a n	1	w iː b a n
2	German	*wīban	Weib	vaip	v ai p	1	v ai p - -
3	English	*wīban	wife	ʋaɪf	ʋ aɪ f	1	ʋ aɪ f - -
4	Dutch	*wīban	wijf	ʋɛɪf	ʋ ɛɪ f	1	ʋ ɛɪ f - -
#
1288	Proto-Germanic	*wīgjanan	*wīgjanan	wiːgjanan	w iː g j a n a n	354	w iː g j a n a n
1289	German	*wīgjanan	weihen	vaiən	v aiə n	354	v aiə - - - - - n
1290	Dutch	*wīgjanan	wijden	ʋɛɪdə	ʋ ɛɪ d ə	354	ʋ ɛɪ d - ə - - -
#
805	Proto-Germanic	*wīsjanan	*wīsjanan	wiːsjanan	w iː s j a n a n	221	w iː s j a n a n
806	German	*wīsjanan	weisen	vaizən	v ai z ə n	221	v ai z - - - ə n
807	Dutch	*wīsjanan	wijzen	ʋɛɪzə	ʋ ɛɪ z ə	221	ʋ ɛɪ z - - - ə -
#
967	Proto-Germanic	*xabrōn	*xabrōn	xabroːn	x a b r oː n	266	x a b r oː n
968	German	*xabrōn	Hafer	haːfər	h aː f ə r	266	h aː f - ə r
969	Dutch	*xabrōn	haver	haːvər	h aː v ə r	266	h aː v - ə r
#
1794	Proto-Germanic	*xabukaz	*xabukaz	xabukaz	x a b u k a z	492	x a b u k a z
1795	German	*xabukaz	Habicht	haːbɪxt	h aː b ɪ x t	492	h aː b ɪ x - t
1796	English	*xabukaz	hawk	hɔːk	h ɔː k	492	h ɔː - - k - -
1797	Dutch	*xabukaz	havik	haːvɪk	h aː v ɪ k	492	h aː v ɪ k - -
#
1334	Proto-Germanic	*xabēnan	*xabēnan	xabeːnan	x a b eː n a n	366	x a b eː n a n
1335	German	*xabēnan	haben	haːbən	h aː b ə n	366	h aː b ə - - n
1336	English	*xabēnan	have	hæv	h æ v	366	h æ v - - - -
1337	Dutch	*xabēnan	hebben	hɛbə	h ɛ b ə	366	h ɛ b ə - - -
#
61	Proto-Germanic	*xaftjan	*xaftjan	xaftjan	x a f t j a n	18	x a f t j a n
62	German	*xaftjan	Heft	hɛft	h ɛ f t	18	h ɛ f t - - -
63	Dutch	*xaftjan	hecht	hɛxt	h ɛ x t	18	h ɛ x t - - -
#
383	Proto-Germanic	*xagjaz	*xagjaz	xagjaz	x a g j a z	106	x a g j a z
384	German	*xagjaz	Hecke	hɛkə	h ɛ k ə	106	h ɛ k - ə -
385	English	*xagjaz	hedge	hɛʤ	h ɛ ʤ	106	h ɛ ʤ - - -
386	Dutch	*xagjaz	heg	hɛx	h ɛ x	106	h ɛ x - - -
#
1002	Proto-Germanic	*xaglan	*xaglan	xaglan	x a g l a n	275	x a g - l a n
1003	German	*xaglan	Hagel	haːɡəl	h aː ɡ ə l	275	h aː ɡ ə l - -
1004	English	*xaglan	hail	heɪl	h eɪ l	275	h eɪ - - l - -
1005	Dutch	*xaglan	hagel	haːɣəl	h aː ɣ ə l	275	h aː ɣ ə l - -
#
753	Proto-Germanic	*xagōn	*xagōn	xagoːn	x a g oː n	207	x a g oː n
754	German	*xagōn	Hag	haːk	h aː k	207	h aː k - -
755	English	*xagōn	haw	hɔː	h ɔː	207	h ɔː - - -
756	Dutch	*xagōn	haag	haːx	h aː x	207	h aː x - -
#
186	Proto-Germanic	*xailjanan	*xailjanan	xailjanan	x ai l j a n a n	53	x ai l j a n a n
187	German	*xailjanan	heilen	hailən	h ai l ə n	53	h ai l - - - ə n
188	English	*xailjanan	heal	hiːl	h iː l	53	h iː l - - - - -
189	Dutch	*xailjanan	helen	heːlə	h eː l ə	53	h eː l - - - ə -
#
9	Proto-Germanic	*xaimaz	*xaimaz	xaimaz	x ai m a z	3	x ai m a z
10	German	*xaimaz	Heim	haim	h ai m	3	h ai m - -
11	English	*xaimaz	home	həʊm	h əʊ m	3	h əʊ m - -
12	Dutch	*xaimaz	heem	heːm	h eː m	3	h eː m - -
#
565	Proto-Germanic	*xaiθiz	*xaiθiz	xaiθiz	x ai θ i z	155	x ai θ i z
566	German	*xaiθiz	Heide	haidə	h ai d ə	155	h ai d ə -
567	English	*xaiθiz	heath	hiːθ	h iː θ	155	h iː θ - -
#
1248	Proto-Germanic	*xaldanan	*xaldanan	xaldanan	x a l d a n a n	343	x a l d a n a n
1249	German	*xaldanan	halten	haltən	h a l t ə n	343	h a l t ə - - n
1250	English	*xaldanan	hold	həʊld	h əʊ l d	343	h əʊ l d - - - -
1251	Dutch	*xaldanan	houden	hɑudə	h ɑu d ə	343	h ɑu - d ə - - -
#
1465	Proto-Germanic	*xaliθz	*xaliθz	xaliθz	x a l i θ z	401	x a l i θ z
1466	German	*xaliθz	Held	hɛlt	h ɛ l t	401	h ɛ l - t -
1467	Dutch	*xaliθz	held	hɛlt	h ɛ l t	401	h ɛ l - t -
#
1780	Proto-Germanic	*xallō	*xallō	xalloː	x a ll oː	488	x a ll oː
1781	German	*xallō	Halle	halə	h a l ə	488	h a l ə
1782	English	*xallō	hall	hɔːl	h ɔː l	488	h ɔː l -
1783	Dutch	*xallō	hal	hɑl	h ɑ l	488	h ɑ l -
#
51	Proto-Germanic	*xalmaz	*xalmaz	xalmaz	x a l m a z	15	x a l m a z
52	German	*xalmaz	Halm	halm	h a l m	15	h a l m - -
53	Dutch	*xalmaz	halm	hɑlm	h ɑ l m	15	h ɑ l m - -
#
304	Proto-Germanic	*xalsaz	*xalsaz	xalsaz	x a l s a z	85	x a l s a z
305	German	*xalsaz	Hals	hals	h a l s	85	h a l - - s
306	Dutch	*xalsaz	hals	hɑls	h ɑ l s	85	h ɑ l - - s
#
435	Proto-Germanic	*xamaraz	*xamaraz	xamaraz	x a m a r a z	120	x a m a r a z
436	German	*xamaraz	Hammer	hamər	h a m ə r	120	h a m ə r - -
437	English	*xamaraz	hammer	hæmər	h æ m ə r	120	h æ m ə r - -
438	Dutch	*xamaraz	hamer	haːmər	h aː m ə r	120	h aː m ə r - -
#
529	Proto-Germanic	*xandlōjanan	*xandlōjanan	xandloːjanan	x a n d l oː j a n a n	145	x a n d l oː j a n a n
530	German	*xandlōjanan	handeln	handəln	h a n d ə l n	145	h a n d - - - ə l - n
531	English	*xandlōjanan	handle	hændḷ	h æ n d ḷ	145	h æ n d - - - ḷ - - -
532	Dutch	*xandlōjanan	handelen	hɑndələ	h ɑ n d ə l ə	145	h ɑ n d - - - ə l ə -
#
391	Proto-Germanic	*xanduz	*xanduz	xanduz	x a n d u z	108	x a n d u z
392	German	*xanduz	Hand	hant	h a n t	108	h a n t - -
393	English	*xanduz	hand	hænd	h æ n d	108	h æ n d - -
394	Dutch	*xanduz	hand	hɑnt	h ɑ n t	108	h ɑ n t - -
#
290	Proto-Germanic	*xanxistaz	*xanxistaz	xanxistaz	x a n x i s t a z	81	x a n x i s t a z
291	German	*xanxistaz	Hengst	hɛŋst	h ɛ ŋ s t	81	h ɛ ŋ - - s t - -
292	Dutch	*xanxistaz	hengst	hɛŋst	h ɛ ŋ s t	81	h ɛ ŋ - - s t - -
#
1528	Proto-Germanic	*xarbistuz	*xarbistuz	xarbistuz	x a r b i s t u z	419	x a r b i s t u z
1529	German	*xarbistuz	Herbst	hɛrpst	h ɛ r p s t	419	h ɛ r p - s t - -
1530	English	*xarbistuz	harvest	hɑːvɪst	h ɑː v ɪ s t	419	h ɑː - v ɪ s t - -
1531	Dutch	*xarbistuz	herfst	hɛrfst	h ɛ r f s t	419	h ɛ r f - s t - -
#
850	Proto-Germanic	*xariz	*xariz	xariz	x a r i z	234	x a r i z
851	German	*xariz	Heer	heːr	h eː r	234	h eː r - -
852	Dutch	*xariz	heer	heːr	h eː r	234	h eː r - -
#
450	Proto-Germanic	*xarmaz	*xarmaz	xarmaz	x a r m a z	124	x a r m a z
451	German	*xarmaz	Harm	harm	h a r m	124	h a r m - -
452	English	*xarmaz	harm	hɑːm	h ɑː m	124	h ɑː - m - -
#
488	Proto-Germanic	*xaslaz	*xaslaz	xaslaz	x a s l a z	134	x a s - l a z
489	German	*xaslaz	Hasel	haːzəl	h aː z ə l	134	h aː z ə l - -
490	English	*xaslaz	hazel	heɪzḷ	h eɪ z ḷ	134	h eɪ z ḷ - - -
491	Dutch	*xaslaz	hazelaar	haːzəlaːr	h aː z ə l aː r	134	h aː z ə l aː r
#
151	Proto-Germanic	*xattuz	*xattuz	xattuz	x a tt u z	43	x a tt u z
152	German	*xattuz	Hut	huːt	h uː t	43	h uː t - -
153	English	*xattuz	hood	hʊd	h ʊ d	43	h ʊ d - -
#
251	Proto-Germanic	*xaubudan	*xaubudan	xaubudan	x au b u d a n	70	x au b u d a n
252	German	*xaubudan	Haupt	haupt	h au p t	70	h au p - t - -
253	English	*xaubudan	head	hɛd	h ɛ d	70	h ɛ - - d - -
254	Dutch	*xaubudan	hoofd	hoːft	h oː f t	70	h oː f - t - -
#
90	Proto-Germanic	*xawwanan	*xawwanan	xawwanan	x a ww a n a n	26	x - a ww a n a n
91	German	*xawwanan	hauen	hauən	h auə n	26	h - auə - - - - n
92	English	*xawwanan	hew	hjuː	h j uː	26	h j uː - - - - -
93	Dutch	*xawwanan	houwen	hɑuʋə	h ɑu ʋ ə	26	h - ɑu ʋ ə - - -
#
808	Proto-Germanic	*xawwjan	*xawwjan	xawwjan	x a ww j a n	222	x a ww j a n
809	German	*xawwjan	Heu	hɔy	h ɔy	222	h ɔy - - - -
810	English	*xawwjan	hay	heɪ	h eɪ	222	h eɪ - - - -
811	Dutch	*xawwjan	hooi	hoːj	h oː j	222	h oː - j - -
#
1341	Proto-Germanic	*xazwaz	*xazwaz	xazwaz	x a z w a z	368	x a z w a z
1342	German	*xazwaz	Haar	haːr	h aː r	368	- - h - aː r
1343	English	*xazwaz	hair	hɛər	h ɛə r	368	- - h - ɛə r
1344	Dutch	*xazwaz	haar	haːr	h aː r	368	- - h - aː r
#
1696	Proto-Germanic	*xelanan	*xelanan	xelanan	x e l a n a n	465	x e l a n a n
1697	German	*xelanan	hehlen	heːlən	h eː l ə n	465	h eː l ə - - n
1698	Dutch	*xelanan	helen	heːlə	h eː l ə	465	h eː l ə - - -
#
630	Proto-Germanic	*xelmaz	*xelmaz	xelmaz	x e l m a z	174	x e l m a z
631	German	*xelmaz	Helm	hɛlm	h ɛ l m	174	h ɛ l m - -
632	English	*xelmaz	helm	hɛlm	h ɛ l m	174	h ɛ l m - -
633	Dutch	*xelmaz	helm	hɛlm	h ɛ l m	174	h ɛ l m - -
#
1443	Proto-Germanic	*xelpanan	*xelpanan	xelpanan	x e l p a n a n	395	x e l p a n a n
1444	German	*xelpanan	helfen	hɛlfən	h ɛ l f ə n	395	h ɛ l f ə - - n
1445	English	*xelpanan	help	hɛlp	h ɛ l p	395	h ɛ l p - - - -
1446	Dutch	*xelpanan	helpen	hɛlpə	h ɛ l p ə	395	h ɛ l p ə - - -
#
476	Proto-Germanic	*xelpō	*xelpō	xelpoː	x e l p oː	131	x e l p oː
477	German	*xelpō	Hilfe	hɪlfə	h ɪ l f ə	131	h ɪ l f ə
478	English	*xelpō	help	hɛlp	h ɛ l p	131	h ɛ l p -
479	Dutch	*xelpō	hulp	hʉlp	h ʉ l p	131	h ʉ l p -
#
1071	Proto-Germanic	*xemenaz	*xemenaz	xemenaz	x e m e n a z	294	x e m e n a z
1072	German	*xemenaz	Himmel	hɪməl	h ɪ m ə l	294	h ɪ m ə l - -
1073	English	*xemenaz	heaven	hɛvṇ	h ɛ v ṇ	294	h ɛ v ṇ - - -
1074	Dutch	*xemenaz	hemel	heːməl	h eː m ə l	294	h eː m ə l - -
#
484	Proto-Germanic	*xendjō	*xendjō	xendjoː	x e n d j oː	133	x e n d j oː
485	German	*xendjō	Hinde	hɪndə	h ɪ n d ə	133	h ɪ n d - ə
486	English	*xendjō	hind	haɪnd	h aɪ n d	133	h aɪ n d - -
487	Dutch	*xendjō	hinde	hɪndə	h ɪ n d ə	133	h ɪ n d - ə
#
574	Proto-Germanic	*xenkōjanan	*xenkōjanan	xenkoːjanan	x e n k oː j a n a n	158	x e n k oː j a n a n
575	German	*xenkōjanan	hinken	hɪŋkən	h ɪ ŋ k ə n	158	h ɪ ŋ k ə - - - - n
576	Dutch	*xenkōjanan	hinken	hɪŋkə	h ɪ ŋ k ə	158	h ɪ ŋ k ə - - - - -
#
343	Proto-Germanic	*xerdō	*xerdō	xerdoː	x e r d oː	95	x e r d oː
344	German	*xerdō	Herde	heːrdə	h eː r d ə	95	h eː r d ə
345	English	*xerdō	herd	hɜːd	h ɜː d	95	h ɜː - d -
#
111	Proto-Germanic	*xertōn	*xertōn	xertoːn	x e r t oː n	32	x e r t oː n
112	German	*xertōn	Herz	hɛrt͡s	h ɛ r t͡s	32	h ɛ r t͡s - -
113	English	*xertōn	heart	hɑːt	h ɑː t	32	h ɑː - t - -
114	Dutch	*xertōn	hart	hɑrt	h ɑ r t	32	h ɑ r t - -
#
1509	Proto-Germanic	*xerθaz	*xerθaz	xerθaz	x e r θ a z	414	x e r θ a z
1510	German	*xerθaz	Herd	heːrt	h eː r t	414	h eː r t - -
1511	English	*xerθaz	hearth	hɑːθ	h ɑː θ	414	h ɑː - θ - -
1512	Dutch	*xerθaz	haard	haːrt	h aː r t	414	h aː r t - -
#
168	Proto-Germanic	*xitō	*xitō	xitoː	x i t oː	48	x i t oː
169	German	*xitō	Hitze	hɪt͡sə	h ɪ t͡s ə	48	h ɪ t͡s ə
170	Dutch	*xitō	hitte	hɪtə	h ɪ t ə	48	h ɪ t ə
#
76	Proto-Germanic	*xlībanan	*xlībanan	xliːbanan	x l iː b a n a n	22	x l iː b a n a n
77	German	*xlībanan	bleiben	blaibən	b l ai b ə n	22	b l ai b ə - - n
78	Dutch	*xlībanan	blijven	blɛɪvə	b l ɛɪ v ə	22	b l ɛɪ v ə - - -
#
1163	Proto-Germanic	*xnakkaz	*xnakkaz	xnakkaz	x n a kk a z	319	x n a kk a z
1164	German	*xnakkaz	Nacken	nakən	n a k ə n	319	- n a k ə n
1165	English	*xnakkaz	neck	nɛk	n ɛ k	319	- n ɛ k - -
1166	Dutch	*xnakkaz	nek	nɛk	n ɛ k	319	- n ɛ k - -
#
1866	Proto-Germanic	*xnappaz	*xnappaz	xnappaz	x n a pp a z	512	x n a pp a z
1867	German	*xnappaz	Napf	nap͡f	n a p͡f	512	- n a p͡f - -
1868	Dutch	*xnappaz	nap	nɑp	n ɑ p	512	- n ɑ p - -
#
1763	Proto-Germanic	*xneusanan	*xneusanan	xneusanan	x n eu s a n a n	483	x n eu s a n a n
1764	German	*xneusanan	niesen	niːzən	n iː z ə n	483	- n iː z ə - - n
1765	Dutch	*xneusanan	niezen	niːzə	n iː z ə	483	- n iː z ə - - -
#
346	Proto-Germanic	*xnīgwanan	*xnīgwanan	xniːgwanan	x n iː g w a n a n	96	x n iː g w a n a n
347	German	*xnīgwanan	neigen	naiɡən	n ai ɡ ə n	96	- n ai ɡ - - - ə n
348	Dutch	*xnīgwanan	neigen	nɛɪɣə	n ɛɪ ɣ ə	96	- n ɛɪ ɣ - - - ə -
#
182	Proto-Germanic	*xrabnaz	*xrabnaz	xrabnaz	x r a b n a z	52	x r a b n a z
183	German	*xrabnaz	Rabe	raːbə	r aː b ə	52	- r aː b - ə -
184	English	*xrabnaz	raven	rævṇ	r æ v ṇ	52	- r æ v - ṇ -
185	Dutch	*xrabnaz	raaf	raːf	r aː f	52	- r aː f - - -
#
840	Proto-Germanic	*xraigrōn	*xraigrōn	xraigroːn	x r ai g r oː n	231	x r ai g - r oː n
841	German	*xraigrōn	Reiher	raiər	r aiə r	231	- r aiə - - r - -
842	Dutch	*xraigrōn	reiger	rɛɪɣər	r ɛɪ ɣ ə r	231	- r ɛɪ ɣ ə r - -
#
83	Proto-Germanic	*xrīsan	*xrīsan	xriːsan	x r iː s a n	24	x r iː s a n
84	German	*xrīsan	Reis	rais	r ai s	24	- r ai s - -
85	Dutch	*xrīsan	rijs	rɛɪs	r ɛɪ s	24	- r ɛɪ s - -
#
822	Proto-Germanic	*xrōpanan	*xrōpanan	xroːpanan	x r oː p a n a n	226	x r oː p a n a n
823	German	*xrōpanan	rufen	ruːfən	r uː f ə n	226	- r uː f ə - - n
824	Dutch	*xrōpanan	roepen	ruːpə	r uː p ə	226	- r uː p ə - - -
#
1621	Proto-Germanic	*xufan	*xufan	xufan	x u f a n	445	x u f a n
1622	German	*xufan	Hof	hoːf	h oː f	445	h oː f - -
1623	Dutch	*xufan	hof	hɔf	h ɔ f	445	h ɔ f - -
#
432	Proto-Germanic	*xultan	*xultan	xultan	x u l t a n	119	x u l t a n
433	German	*xultan	Holz	hɔlt͡s	h ɔ l t͡s	119	h ɔ l t͡s - -
434	Dutch	*xultan	hout	hɑut	h ɑu t	119	h ɑu - t - -
#
1140	Proto-Germanic	*xulōjanan	*xulōjanan	xuloːjanan	x u l oː j a n a n	313	x u l oː j a n a n
1141	German	*xulōjanan	holen	hoːlən	h oː l ə n	313	h oː l ə - - - - n
1142	Dutch	*xulōjanan	halen	haːlə	h aː l ə	313	h aː l ə - - - - -
#
372	Proto-Germanic	*xunagan	*xunagan	xunagan	x u n a g a n	103	x u n a g a n
373	German	*xunagan	Honig	hoːnɪx	h oː n ɪ x	103	h oː n ɪ - - x
374	English	*xunagan	honey	hʌnɪ	h ʌ n ɪ	103	h ʌ n ɪ - - -
375	Dutch	*xunagan	honing	hoːnɪŋ	h oː n ɪ ŋ	103	h oː n ɪ - - ŋ
#
335	Proto-Germanic	*xundaz	*xundaz	xundaz	x u n d a z	93	x u n d a z
336	German	*xundaz	Hund	hʊnt	h ʊ n t	93	h ʊ n t - -
337	English	*xundaz	hound	haʊnd	h aʊ n d	93	h aʊ n d - -
338	Dutch	*xundaz	hond	hɔnt	h ɔ n t	93	h ɔ n t - -
#
622	Proto-Germanic	*xurnan	*xurnan	xurnan	x u r n a n	172	x u r n a n
623	German	*xurnan	Horn	hɔrn	h ɔ r n	172	h ɔ r - - n
624	English	*xurnan	horn	hɔːn	h ɔː n	172	h ɔː - - - n
625	Dutch	*xurnan	hoorn	hoːrn	h oː r n	172	h oː r - - n
#
38	Proto-Germanic	*xurstiz	*xurstiz	xurstiz	x u r s t i z	11	x u r s t i z
39	German	*xurstiz	Horst	hɔrst	h ɔ r s t	11	h ɔ r s t - -
40	Dutch	*xurstiz	horst	hɔrst	h ɔ r s t	11	h ɔ r s t - -
#
595	Proto-Germanic	*xuzdan	*xuzdan	xuzdan	x u z d a n	164	x u z d a n
596	German	*xuzdan	Hort	hɔrt	h ɔ r t	164	h ɔ r t - -
597	English	*xuzdan	hoard	hɔːd	h ɔː d	164	h ɔː - d - -
#
864	Proto-Germanic	*xwerbanan	*xwerbanan	xwerbanan	x w e r b a n a n	238	x w e r b a n a n
865	German	*xwerbanan	werben	vɛrbən	v ɛ r b ə n	238	- v ɛ r b ə - - n
866	Dutch	*xwerbanan	werven	ʋɛrvə	ʋ ɛ r v ə	238	- ʋ ɛ r v ə - - -
#
244	Proto-Germanic	*xwerbilaz	*xwerbilaz	xwerbilaz	x w e r b i l a z	68	x w e r b i l a z
245	German	*xwerbilaz	Wirbel	vɪrbəl	v ɪ r b ə l	68	- v ɪ r b ə l - -
246	Dutch	*xwerbilaz	wervel	ʋɛrvəl	ʋ ɛ r v ə l	68	- ʋ ɛ r v ə l - -
#
1784	Proto-Germanic	*xwīlō	*xwīlō	xwiːloː	x w iː l oː	489	x w iː l oː
1785	German	*xwīlō	Weile	vailə	v ai l ə	489	- v ai l ə
1786	English	*xwīlō	while	ʋaɪl	ʋ aɪ l	489	- ʋ aɪ l -
1787	Dutch	*xwīlō	wijl	ʋɛɪl	ʋ ɛɪ l	489	- ʋ ɛɪ l -
#
349	Proto-Germanic	*xwōstōn	*xwōstōn	xwoːstoːn	x w oː s t oː n	97	x w oː s t oː n
350	German	*xwōstōn	Husten	hʊstən	h ʊ s t ə n	97	h - ʊ s t ə n
351	Dutch	*xwōstōn	hoest	huːst	h uː s t	97	h - uː s t - -
#
1888	Proto-Germanic	*xōfaz	*xōfaz	xoːfaz	x oː f a z	518	x oː f a z
1889	German	*xōfaz	Huf	huːf	h uː f	518	h uː f - -
1890	English	*xōfaz	hoof	huːf	h uː f	518	h uː f - -
1891	Dutch	*xōfaz	hoef	huːf	h uː f	518	h uː f - -
#
1233	Proto-Germanic	*xōrōn	*xōrōn	xoːroːn	x oː r oː n	339	x oː r oː n
1234	German	*xōrōn	Hure	huːrə	h uː r ə	339	h uː r ə -
1235	English	*xōrōn	whore	hɔːr	h ɔː r	339	h ɔː r - -
1236	Dutch	*xōrōn	hoer	huːr	h uː r	339	h uː r - -
#
1545	Proto-Germanic	*ēdmaz	*ēdmaz	eːdmaz	eː d m a z	424	eː d m a z
1546	German	*ēdmaz	Atem	aːtəm	aː t ə m	424	aː t - ə m
1547	Dutch	*ēdmaz	adem	aːdəm	aː d ə m	424	aː d - ə m
#
418	Proto-Germanic	*ēdro	*ēdro	eːdro	eː d r o	115	eː d - r o
419	German	*ēdro	Ader	aːdər	aː d ə r	115	aː d ə r -
420	Dutch	*ēdro	ader	aːdər	aː d ə r	115	aː d ə r -
#
772	Proto-Germanic	*ēlaz	*ēlaz	eːlaz	eː l a z	212	eː l a z
773	German	*ēlaz	Aal	aːl	aː l	212	aː l - -
774	English	*ēlaz	eel	iːl	iː l	212	iː l - -
775	Dutch	*ēlaz	aal	aːl	aː l	212	aː l - -
#
709	Proto-Germanic	*ūruz	*ūruz	uːruz	uː r u z	195	uː r u - z -
710	German	*ūruz	Auerochse	auərɔksə	auə r ɔ k s ə	195	auə r ɔ k s ə
711	Dutch	*ūruz	oeros	uːrɔs	uː r ɔ s	195	uː r ɔ - s -
#
949	Proto-Germanic	*θakan	*θakan	θakan	θ a k a n	261	θ a k a n
950	German	*θakan	Dach	dax	d a x	261	d a x - -
951	English	*θakan	thatch	θæʧ	θ æ ʧ	261	θ æ ʧ - -
952	Dutch	*θakan	dak	dɑk	d ɑ k	261	d ɑ k - -
#
352	Proto-Germanic	*θankaz	*θankaz	θankaz	θ a n k a z	98	θ a n k a z
353	German	*θankaz	denken	dɛŋkən	d ɛ ŋ k ə n	98	d ɛ ŋ k ə n
354	English	*θankaz	think	θɪŋk	θ ɪ ŋ k	98	θ ɪ ŋ k - -
355	Dutch	*θankaz	denken	dɛŋkə	d ɛ ŋ k ə	98	d ɛ ŋ k ə -
1195	Proto-Germanic	*θankaz	*θankaz	θankaz	θ a n k a z	328	θ a n k a z
1196	German	*θankaz	Dank	daŋk	d a ŋ k	328	d a ŋ k - -
1197	English	*θankaz	thanks	θæŋks	θ æ ŋ k s	328	θ æ ŋ k - s
1198	Dutch	*θankaz	dank	dɑŋk	d ɑ ŋ k	328	d ɑ ŋ k - -
#
142	Proto-Germanic	*θarmaz	*θarmaz	θarmaz	θ a r m a z	40	θ a r m a z
143	German	*θarmaz	Darm	darm	d a r m	40	d a r m - -
